team1,team2,possession team1,possession team2,possession in contest,number of goals team1,number of goals team2,date,hour,category,total attempts team1,total attempts team2,conceded team1,conceded team2,goal inside the penalty area team1,goal inside the penalty area team2,goal outside the penalty area team1,goal outside the penalty area team2,assists team1,assists team2,on target attempts team1,on target attempts team2,off target attempts team1,off target attempts team2,attempts inside the penalty area team1,attempts inside the penalty area  team2,attempts outside the penalty area  team1,attempts outside the penalty area  team2,left channel team1,left channel team2,left inside channel team1,left inside channel team2,central channel team1,central channel team2,right inside channel team1,right inside channel team2,right channel team1,right channel team2,total offers to receive team1,total offers to receive team2,inbehind offers to receive team1,inbehind offers to receive team2,inbetween offers to receive team1,inbetween offers to receive team2,infront offers to receive team1,infront offers to receive team2,receptions between midfield and defensive lines team1,receptions between midfield and defensive lines team2,attempted line breaks team1,attempted line breaks team2,completed line breaksteam1,completed line breaks team2,attempted defensive line breaks team1,attempted defensive line breaks team2,completed defensive line breaksteam1,completed defensive line breaks team2,yellow cards team1,yellow cards team2,red cards team1,red cards team2,fouls against team1,fouls against team2,offsides team1,offsides team2,passes team1,passes team2,passes completed team1,passes completed team2,crosses team1,crosses team2,crosses completed team1,crosses completed team2,switches of play completed team1,switches of play completed team2,corners team1,corners team2,free kicks team1,free kicks team2,penalties scored team1,penalties scored team2,goal preventions team1,goal preventions team2,own goals team1,own goals team2,forced turnovers team1,forced turnovers team2,defensive pressures applied team1,defensive pressures applied team2,Date,Goal Scored,Ball Possession %,Attempts,On-Target,Off-Target,Blocked,Corners,Offsides,Free Kicks,Saves,Pass Accuracy %,Passes,Distance Covered (Kms),Fouls Committed,Yellow Card,Yellow & Red,Red,Man of the Match,1st Goal,Round,PSO,Goals in PSO,Own goals,Own goal Time
Morocco,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-06-2018,2.0,32.0,6.0,3.0,2.0,1.0,1.0,1.0,6.0,1.0,84.0,247.0,111.0,17.0,6.0,0.0,0.0,No,14.0,Group Stage,No,0.0,,
Iran,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-06-2018,1.0,32.0,8.0,2.0,5.0,1.0,1.0,1.0,12.0,3.0,69.0,226.0,93.0,16.0,2.0,0.0,0.0,No,90.0,Group Stage,No,0.0,,
Portugal,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-06-2018,1.0,68.0,14.0,4.0,7.0,3.0,5.0,1.0,17.0,1.0,89.0,619.0,89.0,11.0,4.0,0.0,0.0,Yes,45.0,Group Stage,No,0.0,,
Denmark,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-06-2018,0.0,38.0,5.0,1.0,2.0,2.0,4.0,1.0,11.0,4.0,72.0,305.0,106.0,10.0,1.0,0.0,0.0,No,,Group Stage,No,0.0,,
France,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-06-2018,0.0,62.0,11.0,4.0,6.0,1.0,2.0,1.0,11.0,1.0,87.0,669.0,104.0,10.0,0.0,0.0,0.0,Yes,,Group Stage,No,0.0,,
Australia,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-06-2018,0.0,53.0,14.0,2.0,7.0,5.0,8.0,3.0,13.0,1.0,86.0,555.0,105.0,13.0,4.0,0.0,0.0,No,,Group Stage,No,0.0,,
Peru,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-06-2018,2.0,47.0,4.0,3.0,1.0,0.0,3.0,1.0,16.0,2.0,81.0,418.0,100.0,12.0,2.0,0.0,0.0,Yes,18.0,Group Stage,No,0.0,,
Nigeria,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-06-2018,1.0,34.0,9.0,3.0,5.0,1.0,3.0,0.0,17.0,2.0,76.0,244.0,98.0,20.0,2.0,0.0,0.0,No,51.0,Group Stage,No,0.0,,
Argentina,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-06-2018,2.0,66.0,8.0,4.0,3.0,1.0,5.0,2.0,20.0,2.0,84.0,565.0,101.0,15.0,3.0,0.0,0.0,Yes,14.0,Group Stage,No,0.0,,
Iceland,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-06-2018,1.0,41.0,17.0,6.0,8.0,3.0,10.0,1.0,12.0,0.0,73.0,324.0,103.0,10.0,3.0,0.0,0.0,Yes,76.0,Group Stage,No,0.0,,
Croatia,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-06-2018,2.0,59.0,13.0,2.0,8.0,3.0,5.0,0.0,11.0,5.0,87.0,524.0,101.0,12.0,2.0,0.0,0.0,No,53.0,Group Stage,No,0.0,,
Korea Republic,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-06-2018,2.0,30.0,11.0,5.0,5.0,1.0,3.0,0.0,8.0,7.0,74.0,237.0,118.0,16.0,4.0,0.0,0.0,Yes,90.0,Group Stage,No,0.0,,
Germany,Korea Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-06-2018,0.0,70.0,26.0,6.0,11.0,9.0,9.0,1.0,16.0,3.0,88.0,719.0,115.0,7.0,0.0,0.0,0.0,No,,Group Stage,No,0.0,,
Mexico,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-06-2018,0.0,65.0,19.0,3.0,8.0,8.0,7.0,2.0,11.0,3.0,83.0,487.0,95.0,14.0,3.0,0.0,0.0,No,,Group Stage,No,0.0,1.0,74.0
Sweden,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-06-2018,3.0,35.0,13.0,5.0,7.0,1.0,3.0,0.0,16.0,3.0,67.0,212.0,102.0,11.0,2.0,0.0,0.0,Yes,50.0,Group Stage,No,0.0,,
Serbia,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-06-2018,0.0,44.0,10.0,1.0,5.0,4.0,5.0,2.0,11.0,4.0,78.0,467.0,114.0,13.0,3.0,0.0,0.0,No,,Group Stage,No,0.0,,
Brazil,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-06-2018,2.0,56.0,13.0,6.0,3.0,4.0,9.0,4.0,15.0,1.0,88.0,631.0,105.0,7.0,0.0,0.0,0.0,Yes,36.0,Group Stage,No,0.0,,
Switzerland,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-06-2018,2.0,60.0,12.0,3.0,5.0,4.0,6.0,1.0,15.0,5.0,87.0,594.0,103.0,9.0,3.0,0.0,0.0,Yes,31.0,Group Stage,No,0.0,1.0,90.0
Costa Rica,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-06-2018,2.0,40.0,14.0,6.0,6.0,2.0,5.0,1.0,10.0,1.0,82.0,348.0,103.0,14.0,3.0,0.0,0.0,No,56.0,Group Stage,No,0.0,,
Japan,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-06-2018,0.0,54.0,10.0,3.0,4.0,3.0,5.0,1.0,8.0,2.0,86.0,557.0,83.0,11.0,1.0,0.0,0.0,No,,Group Stage,No,0.0,,
Poland,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-06-2018,1.0,46.0,11.0,2.0,5.0,4.0,7.0,0.0,12.0,3.0,83.0,462.0,80.0,8.0,0.0,0.0,0.0,Yes,59.0,Group Stage,No,0.0,,
Senegal,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-06-2018,0.0,43.0,8.0,3.0,4.0,1.0,1.0,3.0,18.0,1.0,78.0,281.0,97.0,15.0,1.0,0.0,0.0,No,,Group Stage,No,0.0,,
Colombia,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-06-2018,1.0,57.0,4.0,2.0,1.0,1.0,3.0,3.0,18.0,3.0,83.0,431.0,100.0,15.0,1.0,0.0,0.0,Yes,74.0,Group Stage,No,0.0,,
Panama,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-06-2018,1.0,36.0,9.0,4.0,4.0,1.0,0.0,4.0,20.0,5.0,77.0,284.0,102.0,18.0,3.0,0.0,0.0,No,33.0,Group Stage,No,0.0,,
Tunisia,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-06-2018,2.0,64.0,15.0,7.0,4.0,4.0,6.0,1.0,22.0,4.0,87.0,626.0,107.0,19.0,3.0,0.0,0.0,Yes,51.0,Group Stage,No,0.0,1.0,33.0
England,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-06-2018,0.0,48.0,13.0,1.0,7.0,5.0,7.0,3.0,15.0,3.0,88.0,484.0,109.0,11.0,0.0,0.0,0.0,No,,Group Stage,No,0.0,,
England,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-07-2018,0.0,57.0,15.0,5.0,7.0,3.0,5.0,0.0,12.0,2.0,92.0,698.0,110.0,5.0,2.0,0.0,0.0,No,,3rd Place,No,0.0,,
Belgium,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-06-2018,1.0,52.0,15.0,4.0,4.0,7.0,2.0,1.0,14.0,1.0,88.0,556.0,106.0,14.0,2.0,0.0,0.0,Yes,51.0,Group Stage,No,0.0,,
Belgium,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-07-2018,2.0,43.0,12.0,4.0,3.0,5.0,4.0,1.0,5.0,5.0,88.0,510.0,108.0,11.0,1.0,0.0,0.0,Yes,4.0,3rd Place,No,0.0,,
France,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-06-2018,4.0,41.0,9.0,4.0,4.0,1.0,0.0,0.0,16.0,1.0,84.0,351.0,97.0,21.0,3.0,0.0,0.0,Yes,13.0,Round of 16,No,0.0,,
Argentina,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-06-2018,3.0,59.0,9.0,4.0,1.0,4.0,4.0,1.0,21.0,0.0,86.0,547.0,96.0,15.0,5.0,0.0,0.0,No,41.0,Round of 16,No,0.0,,
Uruguay,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-06-2018,2.0,39.0,6.0,3.0,2.0,1.0,2.0,0.0,14.0,4.0,69.0,269.0,106.0,13.0,0.0,0.0,0.0,Yes,7.0,Round of 16,No,0.0,,
Portugal,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-06-2018,1.0,61.0,20.0,5.0,1.0,8.0,10.0,1.0,13.0,1.0,84.0,583.0,107.0,13.0,1.0,0.0,0.0,No,55.0,Round of 16,No,0.0,,
Spain,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-07-2018,1.0,75.0,25.0,9.0,6.0,10.0,6.0,1.0,20.0,0.0,91.0,1137.0,137.0,5.0,1.0,0.0,0.0,No,12.0,Round of 16,Yes,3.0,,
Russia,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-07-2018,1.0,25.0,6.0,1.0,3.0,2.0,5.0,1.0,6.0,9.0,72.0,284.0,146.0,19.0,2.0,0.0,0.0,Yes,41.0,Round of 16,Yes,4.0,1.0,12.0
Croatia,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-07-2018,1.0,54.0,22.0,7.0,8.0,7.0,5.0,2.0,19.0,2.0,81.0,626.0,132.0,5.0,0.0,0.0,0.0,Yes,4.0,Round of 16,Yes,3.0,,
Denmark,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-07-2018,1.0,46.0,15.0,3.0,10.0,2.0,4.0,0.0,7.0,7.0,79.0,539.0,135.0,19.0,1.0,0.0,0.0,No,1.0,Round of 16,Yes,2.0,,
Brazil,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-07-2018,2.0,47.0,21.0,10.0,7.0,4.0,8.0,0.0,20.0,1.0,83.0,398.0,92.0,6.0,2.0,0.0,0.0,Yes,51.0,Round of 16,No,0.0,,
Mexico,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-07-2018,0.0,53.0,13.0,1.0,4.0,8.0,7.0,2.0,6.0,8.0,85.0,424.0,89.0,18.0,4.0,0.0,0.0,No,,Round of 16,No,0.0,,
Belgium,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-07-2018,3.0,56.0,24.0,8.0,10.0,6.0,10.0,1.0,10.0,3.0,87.0,621.0,108.0,13.0,0.0,0.0,0.0,Yes,69.0,Round of 16,No,0.0,,
Japan,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-07-2018,2.0,44.0,11.0,4.0,4.0,3.0,6.0,1.0,14.0,5.0,83.0,453.0,109.0,9.0,1.0,0.0,0.0,No,48.0,Round of 16,No,0.0,,
Sweden,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-07-2018,1.0,37.0,12.0,3.0,6.0,3.0,3.0,1.0,13.0,4.0,73.0,271.0,105.0,11.0,1.0,0.0,0.0,Yes,66.0,Round of 16,No,0.0,,
Switzerland,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-07-2018,0.0,63.0,18.0,4.0,5.0,9.0,11.0,0.0,12.0,2.0,84.0,599.0,103.0,13.0,2.0,0.0,1.0,No,,Round of 16,No,0.0,,
Colombia,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-07-2018,1.0,48.0,14.0,4.0,7.0,3.0,2.0,1.0,15.0,1.0,78.0,516.0,136.0,23.0,6.0,0.0,0.0,No,90.0,Round of 16,Yes,3.0,,
England,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-07-2018,1.0,51.0,16.0,2.0,9.0,5.0,7.0,2.0,24.0,3.0,82.0,571.0,143.0,13.0,2.0,0.0,0.0,Yes,57.0,Round of 16,Yes,4.0,,
Uruguay,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-07-2018,0.0,42.0,11.0,4.0,6.0,1.0,4.0,0.0,15.0,0.0,67.0,322.0,103.0,17.0,2.0,0.0,0.0,No,,Quarter Finals,No,0.0,,
France,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-07-2018,2.0,58.0,11.0,2.0,7.0,2.0,3.0,0.0,17.0,4.0,81.0,524.0,99.0,15.0,2.0,0.0,0.0,Yes,40.0,Quarter Finals,No,0.0,,
Brazil,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-07-2018,1.0,57.0,26.0,9.0,7.0,10.0,8.0,1.0,16.0,2.0,89.0,557.0,104.0,14.0,2.0,0.0,0.0,No,,Quarter Finals,No,0.0,1.0,13.0
Belgium,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-07-2018,2.0,43.0,8.0,3.0,3.0,2.0,4.0,0.0,15.0,9.0,83.0,370.0,105.0,16.0,2.0,0.0,0.0,Yes,13.0,Quarter Finals,No,0.0,,
Sweden,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-07-2018,0.0,43.0,7.0,3.0,3.0,1.0,1.0,2.0,8.0,0.0,74.0,379.0,107.0,10.0,2.0,0.0,0.0,No,,Quarter Finals,No,0.0,,
England,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-07-2018,2.0,57.0,12.0,2.0,4.0,6.0,6.0,1.0,12.0,3.0,80.0,525.0,110.0,7.0,1.0,0.0,0.0,Yes,30.0,Quarter Finals,No,0.0,,
Russia,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-07-2018,2.0,38.0,13.0,7.0,4.0,2.0,6.0,1.0,18.0,1.0,69.0,399.0,148.0,25.0,1.0,0.0,0.0,No,31.0,Quarter Finals,Yes,3.0,,
Croatia,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-07-2018,2.0,62.0,17.0,3.0,10.0,4.0,8.0,0.0,26.0,5.0,82.0,753.0,139.0,18.0,4.0,0.0,0.0,Yes,39.0,Quarter Finals,Yes,4.0,,
France,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-07-2018,1.0,40.0,19.0,5.0,8.0,6.0,4.0,1.0,17.0,3.0,86.0,342.0,102.0,6.0,2.0,0.0,0.0,Yes,51.0,Semi- Finals,No,0.0,,
Belgium,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-07-2018,0.0,60.0,9.0,3.0,5.0,1.0,5.0,1.0,7.0,4.0,90.0,629.0,102.0,16.0,3.0,0.0,0.0,No,,Semi- Finals,No,0.0,,
Croatia,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-07-2018,2.0,54.0,22.0,7.0,11.0,4.0,8.0,1.0,17.0,0.0,79.0,622.0,143.0,23.0,2.0,0.0,0.0,Yes,68.0,Semi- Finals,No,0.0,,
England,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-07-2018,1.0,46.0,11.0,1.0,6.0,4.0,4.0,3.0,24.0,5.0,79.0,479.0,148.0,14.0,1.0,0.0,0.0,No,5.0,Semi- Finals,No,0.0,,
France,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-07-2018,4.0,39.0,8.0,6.0,1.0,1.0,2.0,1.0,14.0,1.0,75.0,271.0,99.0,14.0,2.0,0.0,0.0,Yes,18.0,Final,No,0.0,1.0,18.0
Croatia,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-07-2018,2.0,61.0,15.0,3.0,8.0,4.0,6.0,1.0,15.0,3.0,83.0,547.0,100.0,13.0,1.0,0.0,0.0,No,28.0,Final,No,0.0,,
